
---------- Begin Simulation Statistics ----------
simSeconds                                   0.657582                       # Number of seconds simulated (Second)
simTicks                                 657581850000                       # Number of ticks simulated (Tick)
finalTick                                657581850000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  12196.90                       # Real time elapsed on the host (Second)
hostTickRate                                 53913865                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     918368                       # Number of bytes of host memory used (Byte)
simInsts                                   1298923310                       # Number of instructions simulated (Count)
simOps                                     2376845062                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   106496                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     194873                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        657581851                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.506251                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.975303                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      2376993991                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                      120                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     2376947147                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                     80                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined               149043                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined            222364                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  60                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           657543623                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               3.614889                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.088687                       # Number of insts issued each cycle (Count)
system.cpu.statIssuedInstType_0::SimdUnitStrideSegmentedStore            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdExt            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdFloatExt            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::SimdConfig            0      0.00%    100.00% # Number of instructions issued per FU type, per thread (Count)
system.cpu.statIssuedInstType_0::total     2376947147                       # Number of instructions issued per FU type, per thread (Count)
system.cpu.issueRate                         3.614679                       # Inst issue rate ((Count/Cycle))
system.cpu.fuBusy                             2867854                       # FU busy when requested (Count)
system.cpu.fuBusyRate                        0.001207                       # FU busy rate (busy events/executed inst) ((Count/Count))
system.cpu.instReDecoded                    662031310                       # Number of times an instruction has been Re-Decodificated (Count)
system.cpu.intInstQueueReads               2805463193                       # Number of integer instruction queue reads (Count)
system.cpu.intInstQueueWrites              1525150262                       # Number of integer instruction queue writes (Count)
system.cpu.intInstQueueWakeupAccesses      1072624244                       # Number of integer instruction queue wakeup accesses (Count)
system.cpu.fpInstQueueReads                1483995683                       # Number of floating instruction queue reads (Count)
system.cpu.fpInstQueueWrites                851974257                       # Number of floating instruction queue writes (Count)
system.cpu.fpInstQueueWakeupAccesses        741880727                       # Number of floating instruction queue wakeup accesses (Count)
system.cpu.vecInstQueueReads               1124846975                       # Number of vector instruction queue reads (Count)
system.cpu.vecInstQueueWrites                   24028                       # Number of vector instruction queue writes (Count)
system.cpu.vecInstQueueWakeupAccesses       562421172                       # Number of vector instruction queue wakeup accesses (Count)
system.cpu.intAluAccesses                  1046153208                       # Number of integer alu accesses (Count)
system.cpu.fpAluAccesses                    742106702                       # Number of floating point alu accesses (Count)
system.cpu.vecAluAccesses                   562293715                       # Number of vector alu accesses (Count)
system.cpu.numSquashedInsts                     13280                       # Number of squashed instructions skipped in execute (Count)
system.cpu.numSwp                                   0                       # Number of swp insts executed (Count)
system.cpu.timesIdled                             548                       # Number of times that the entire CPU went into an idle state and unscheduled itself (Count)
system.cpu.idleCycles                           38228                       # Total number of cycles that the CPU has spent unscheduled due to idling (Cycle)
system.cpu.MemDepUnit__0.insertedLoads      473915603                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.insertedStores     195083699                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__0.conflictingLoads    108673053                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__0.conflictingStores      4573454                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__1.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__1.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__1.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__2.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__2.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__2.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.MemDepUnit__3.insertedLoads              0                       # Number of loads inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.insertedStores             0                       # Number of stores inserted to the mem dependence unit. (Count)
system.cpu.MemDepUnit__3.conflictingLoads            0                       # Number of conflicting loads. (Count)
system.cpu.MemDepUnit__3.conflictingStores            0                       # Number of conflicting stores. (Count)
system.cpu.branchPred.lookups_0::NoBranch            0      0.00%      0.00% # Number of BP lookups (Count)
system.cpu.branchPred.lookups_0::Return      22212990     18.92%     18.92% # Number of BP lookups (Count)
system.cpu.branchPred.lookups_0::CallDirect     22212654     18.92%     37.83% # Number of BP lookups (Count)
system.cpu.branchPred.lookups_0::CallIndirect          122      0.00%     37.83% # Number of BP lookups (Count)
system.cpu.branchPred.lookups_0::DirectCond     58912896     50.17%     88.01% # Number of BP lookups (Count)
system.cpu.branchPred.lookups_0::DirectUncond      9020918      7.68%     95.69% # Number of BP lookups (Count)
system.cpu.branchPred.lookups_0::IndirectCond            0      0.00%     95.69% # Number of BP lookups (Count)
system.cpu.branchPred.lookups_0::IndirectUncond      5060552      4.31%    100.00% # Number of BP lookups (Count)
system.cpu.branchPred.lookups_0::total      117420132                       # Number of BP lookups (Count)
system.cpu.branchPred.squashes_0::NoBranch            0      0.00%      0.00% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.squashes_0::Return         2762     21.68%     21.68% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.squashes_0::CallDirect         2470     19.39%     41.07% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.squashes_0::CallIndirect           73      0.57%     41.64% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.squashes_0::DirectCond         6476     50.84%     92.48% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.squashes_0::DirectUncond          484      3.80%     96.28% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.squashes_0::IndirectCond            0      0.00%     96.28% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.squashes_0::IndirectUncond          474      3.72%    100.00% # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.squashes_0::total         12739                       # Number of branches that got squashed (completely removed) as an earlier branch was mispredicted. (Count)
system.cpu.branchPred.corrected_0::NoBranch            0      0.00%      0.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::Return            1      0.09%      0.09% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::CallDirect          208     18.29%     18.38% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::CallIndirect           50      4.40%     22.78% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::DirectCond          611     53.74%     76.52% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::DirectUncond          160     14.07%     90.59% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectCond            0      0.00%     90.59% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectUncond          107      9.41%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::total         1137                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.committed_0::NoBranch            0      0.00%      0.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::Return     22210228     18.92%     18.92% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallDirect     22210184     18.92%     37.83% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallIndirect           49      0.00%     37.83% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectCond     58906419     50.17%     88.01% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectUncond      9020434      7.68%     95.69% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectCond            0      0.00%     95.69% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectUncond      5060078      4.31%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::total    117407392                       # Number of branches finally committed  (Count)
system.cpu.branchPred.mispredicted_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::Return            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallDirect          114     13.10%     13.10% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallIndirect           48      5.52%     18.62% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectCond          522     60.00%     78.62% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectUncond           93     10.69%     89.31% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectCond            0      0.00%     89.31% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectUncond           93     10.69%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::total          870                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.targetProvider_0::NoTarget     27604416     23.51%     23.51% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::BTB     62542616     53.26%     76.77% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::RAS     22212990     18.92%     95.69% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::Indirect      5060110      4.31%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::total    117420132                       # The component providing the target for taken branches (Count)
